method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
looped-HB,128,149251,32768,8,8,64,All,168,0.4519792950695307,0.2717799565600547,0.41769102818909143,0.7315817273088864,0.21063752756264836,0.3670566923738945,0.40984996869450524,0.22308384675887366,0.2105351029340887,0.04109782659477289,0.03185203460803613
looped-HB,128,149251,32768,8,8,64,ID,48,0.7056013537793714,0.24870824245579798,0.4673624938974778,0.6767545882612467,0.13263799331839002,0.5001019852546355,0.5350578466119865,0.1974928760124991,0.17982036271132526,0.0703599676584515,0.03752350476210069
looped-HB,128,149251,32768,8,8,64,OOD,120,0.35053047158559447,0.20713209088085813,0.3978224419057369,0.7535125829279423,0.23155696047448543,0.31383857522159814,0.3597668175275127,0.23332023505742347,0.22282099902319408,0.03706063339582766,0.04143079706240789
looped-HB,128,149251,32768,8,12,144,All,168,0.3374168207762348,0.25860499804047626,0.3145088707762105,1.484798947615283,0.2785144095550655,0.29409962755051394,0.3155323980110032,0.16480317858180826,0.15947673330776432,0.03910554516429399,0.042116192278919454
looped-HB,128,149251,32768,8,12,144,ID,48,0.5588022498000309,0.34795495159262235,0.3038759554425875,1.559834788242976,0.31974123514878855,0.3178011965937912,0.32989794233193,0.16128094362405435,0.09816113718261472,0.09843702363425323,0.0904553172102465
looped-HB,128,149251,32768,8,12,144,OOD,120,0.24886264916671635,0.1354852838632468,0.3187620369096597,1.4547846113642058,0.25554120006697245,0.284618999933203,0.30978618028263244,0.16621207256490983,0.18400297175782418,0.024241393086084372,0.04572212201854969
looped-HB,128,149251,32768,8,16,256,All,168,0.31130952908963927,0.24909327654787541,0.3283276675002915,1.7129690561975752,0.46614059844941913,0.291217984276868,0.31051443082590896,0.1502067763358354,0.16782069617849105,0.037667208483883545,0.07048851477619808
looped-HB,128,149251,32768,8,16,256,ID,48,0.5440607722121905,0.3492779433080822,0.30724894721060986,1.544018343091011,0.27352555923929606,0.28417700839539367,0.2919508405029773,0.16579865990206596,0.10863095026191631,0.09881130014955086,0.07738082707595476
looped-HB,128,149251,32768,8,16,256,OOD,120,0.2182090318406188,0.09110534877012627,0.3367591556161642,1.7805493414402007,0.5091795661754059,0.2940343746294578,0.31793986695508164,0.14397002290934321,0.19149659454512097,0.016300815179386075,0.09110378384355501
looped-HB,128,149251,32768,8,24,576,All,168,0.29956562138747844,0.24448293689763387,0.38041136467031067,1.6523551181668328,0.3683217815481214,0.32911560227650966,0.3430567663162946,0.15388860992555103,0.15641702799032262,0.03697004544843811,0.05569661906174332
looped-HB,128,149251,32768,8,24,576,ID,48,0.5313063781096523,0.3515677434595322,0.36125349315504235,1.562991847594579,0.30745547223963904,0.3399942369821171,0.3325893192862471,0.17778189899399874,0.08357248916581735,0.0994590883491276,0.08697965483407577
looped-HB,128,149251,32768,8,24,576,OOD,120,0.20686931869860892,0.06883302129416058,0.38807451327641806,1.6881004263957342,0.3854046653390845,0.3247641483942667,0.3472437451283137,0.14433129429817196,0.18555484352012472,0.012315790164921427,0.06895764413148904
looped-HB,128,149251,32768,8,32,1024,All,168,0.2978729859768786,0.23586139092976138,0.4216995496480238,1.5956266196001143,0.3139696152898911,0.3395355667120644,0.3478585921582721,0.17499975239237145,0.13948614806715684,0.035666318692237124,0.04747763215702864
looped-HB,128,149251,32768,8,32,1024,ID,48,0.5233734072099828,0.337299206978918,0.41275569796562195,1.4832602789004643,0.26585127373881445,0.3697682341250281,0.3467983392377694,0.19815585560475782,0.07520195325923847,0.09542249609389555,0.07520975918417962
looped-HB,128,149251,32768,8,32,1024,OOD,120,0.20767281748363686,0.06648020077900112,0.42527709032098454,1.6405731558799743,0.32139468872905663,0.32744249974687895,0.3482826933264732,0.1657373111074169,0.16519982599032418,0.0118948171607496,0.05750480615389019
looped-HB,128,149251,32768,8,48,2304,All,168,0.2941616204390366,0.24892392539331568,0.4838149763998531,1.560894056799866,0.27928389483418187,0.37557406439667657,0.37692982073695885,0.20842524600170903,0.09764485913980193,0.0376415996624244,0.04223255175210734
looped-HB,128,149251,32768,8,48,2304,ID,48,0.5218863239973329,0.36311043820965994,0.48034178527692956,1.3700086139142513,0.2939062543731159,0.41252664228280383,0.3829744625836611,0.2341359114895264,0.0556707043506321,0.10272453553049597,0.08314655898862822
looped-HB,128,149251,32768,8,48,2304,OOD,120,0.20307173901571807,0.07481266636999133,0.4852042528490225,1.6372482339541117,0.23402633030334255,0.36079303324222567,0.37451196399827796,0.1981409798065821,0.11443452105546986,0.013385684419597777,0.04187262338471654
looped-HB,128,149251,32768,16,8,64,All,168,0.5241250795417398,0.27883223441667626,0.2093987144263727,0.4289831151919706,0.1744603590331872,0.13122399823207936,0.1411376041803686,0.16498536452473625,0.2651694559483855,0.04216425289095028,0.026381421477721885
looped-HB,128,149251,32768,16,8,64,ID,48,0.7882422242024033,0.2210798515515656,0.24926218530163166,0.4054931591575344,0.1683654111282253,0.19919641758315262,0.20599755551666019,0.1262425788445398,0.2568824376843016,0.06254385078479247,0.04763084956418042
looped-HB,128,149251,32768,16,8,64,OOD,120,0.41847822167747434,0.22452383898865644,0.1934533260762691,0.438379097605745,0.1766518031174289,0.10403503049165005,0.11519362364585196,0.18048247879681484,0.26848426325401914,0.04017241196183671,0.03160701794784989
looped-HB,128,149251,32768,16,12,144,All,168,0.44229147976343,0.2675896056501314,0.15652970703584804,0.9738951619891894,0.2461131166777965,0.10212388557071483,0.08724991988301982,0.13964172644496314,0.17290755264860175,0.04046417311551338,0.03721655680553529
looped-HB,128,149251,32768,16,12,144,ID,48,0.664793712235529,0.3035826890631994,0.15802942837278044,0.9325862849752108,0.252272108083396,0.09186728609104948,0.08693113806657489,0.12644961841093993,0.10972044921557726,0.08588403815345483,0.0713681910603817
looped-HB,128,149251,32768,16,12,144,OOD,120,0.3532905867745903,0.19007692029556625,0.15592981850107507,0.9904187127947808,0.2427029070909501,0.10622652536258097,0.0873774326095978,0.14491856965857244,0.19818239402181156,0.034009076189617765,0.043425059948692675
looped-HB,128,149251,32768,16,16,256,All,168,0.4041545178053163,0.2657728242393873,0.17055997199245856,1.163945961920988,0.43570938304209483,0.10611961828544732,0.09387742016198375,0.12797124628421092,0.17367437720115828,0.04018944436684325,0.06588678906504528
looped-HB,128,149251,32768,16,16,256,ID,48,0.6380588755285427,0.3258291180246144,0.15795294335111973,0.9558260726432005,0.2318686975261898,0.09015395647535718,0.08469756762497123,0.13409332426575318,0.11963222544000014,0.09217758921065144,0.06559603291736286
looped-HB,128,149251,32768,16,16,256,OOD,120,0.3105927747160257,0.16217390413905233,0.17560278344899413,1.247193917632103,0.4698128238057136,0.11250588300948337,0.09754936117678878,0.125522415091594,0.1952912379056215,0.029016593141642198,0.08406017992517255
looped-HB,128,149251,32768,16,24,576,All,168,0.3915023318957448,0.26777308070629435,0.20772980823225914,1.1803263546455474,0.37110777798071676,0.1214498577506414,0.11516330506475195,0.12748319571394293,0.14369229443781517,0.040491917714997806,0.056117909872624584
looped-HB,128,149251,32768,16,24,576,ID,48,0.6279693752434218,0.3280147619925326,0.19854134445389107,1.0205125361680984,0.2533115333229328,0.11986008798703546,0.11393323369945085,0.14153100115557507,0.09324510803950636,0.09279591145593427,0.07166224615688774
looped-HB,128,149251,32768,16,24,576,OOD,120,0.29691551455667403,0.16295077674542374,0.2114051937436064,1.244251882036527,0.3917987930249631,0.1220857656560838,0.11565533361087238,0.12186407353729005,0.16387116899713872,0.0291555932875759,0.0701016987347362
looped-HB,128,149251,32768,16,32,1024,All,168,0.3822289951860653,0.26178712091760914,0.2539663391099089,1.2252903034289677,0.3190311674002004,0.13523960215527384,0.12867898551658502,0.1418233284771087,0.1333895137760832,0.03958673713982795,0.04824302631472449
looped-HB,128,149251,32768,16,32,1024,ID,48,0.6095249336921766,0.33058473124641014,0.24736122724910573,1.0765414784351985,0.24038878941230774,0.14039244921877977,0.12930113558347023,0.1592380193372567,0.07326211623148988,0.09352295995179653,0.06800638081590843
looped-HB,128,149251,32768,16,32,1024,OOD,120,0.29131061978362066,0.15439470040796166,0.25660838385423024,1.2847898334264756,0.3278981731306548,0.13317846332987146,0.12843012548983093,0.13485745213304953,0.15744047279392057,0.027624716989746275,0.058668427156208694
looped-HB,128,149251,32768,16,48,2304,All,168,0.3824440855659912,0.2703266436012497,0.32038480921515394,1.2306221102674801,0.2550173633551478,0.1550541867812474,0.14787423748168202,0.17040961923166395,0.11814413040563172,0.0408780605578477,0.03856303279491534
looped-HB,128,149251,32768,16,48,2304,ID,48,0.5962268734741004,0.3481418013717721,0.3186093351493279,1.1104238691429298,0.27321813156601904,0.1698908990559478,0.1490206179829935,0.19271990920727447,0.06909013432596108,0.09848988374169537,0.07729385528549257
looped-HB,128,149251,32768,16,48,2304,OOD,120,0.29693097040274746,0.16992336343287245,0.3210949988414844,1.2787014067173004,0.23156956384361643,0.14911950187136727,0.14741568528115748,0.16148550324141978,0.1377657288375,0.03040314733844869,0.0414330520912686
looped-HB,128,149251,32768,32,8,64,All,168,0.5392951809236234,0.2687349995062782,0.10217455020895046,0.23735703494665875,0.1625836686781011,0.023273960875701997,0.0210023314243049,0.10056967468145077,0.36790876764626723,0.04063737646236224,0.024585460631634675
looped-HB,128,149251,32768,32,8,64,ID,48,0.7957160158629235,0.20881562366538142,0.12576358194928614,0.22469833753226942,0.148083604493733,0.030037555048086945,0.02946971758501599,0.07532327341808312,0.3344228289982614,0.059074280701761704,0.041893093369343146
looped-HB,128,149251,32768,32,8,64,OOD,120,0.4367268469479033,0.216786938668015,0.0927389375128162,0.24242051391241448,0.16835752019817174,0.020568523206748016,0.01761537696002046,0.11066823518679783,0.38130314310546964,0.03878810485044718,0.030122982435802293
looped-HB,128,149251,32768,32,12,144,All,168,0.5877629645832373,0.23410535669762916,0.09523983913961616,0.6667521113441104,0.23156382586049634,0.039309901301749,0.01585019402028545,0.10447661418445582,0.2344433261175817,0.035400775966864334,0.035016452579106815
looped-HB,128,149251,32768,32,12,144,ID,48,0.7950779940725831,0.20302408262578558,0.09777114501533406,0.6179565824568272,0.16731833636315302,0.024034539431643936,0.017285224719671487,0.08948455898401635,0.1627869869601757,0.05743584429042733,0.047334630404417107
looped-HB,128,149251,32768,32,12,144,OOD,120,0.504836952787499,0.1906861052663404,0.09422731678932901,0.6862703228990237,0.25069739799460283,0.04542004604979103,0.015276181740531032,0.1104734362646316,0.26310586178054407,0.034118073210678564,0.04485545586323482
looped-HB,128,149251,32768,32,16,256,All,168,0.5370582100937815,0.2490440819650758,0.1013431598521059,0.7999708503484726,0.3666008462101358,0.03912516922268657,0.017053739838523832,0.09910001900667942,0.22097454573737366,0.03765976941273609,0.05543638389577838
looped-HB,128,149251,32768,32,16,256,ID,48,0.7672796511898383,0.22504099779268683,0.09610224647137022,0.6507218983024359,0.1251247514282411,0.025049935424855552,0.017583593182886586,0.10052289433466888,0.1704400473584731,0.06366446552061177,0.035397996370496204
looped-HB,128,149251,32768,32,16,256,OOD,120,0.44496963365535885,0.19263460382965067,0.10343952520440018,0.8596704311668872,0.4121212169126419,0.04475526274181898,0.016841798500778726,0.09853086887548362,0.2411883450889339,0.03446670383869977,0.0737378417303143
looped-HB,128,149251,32768,32,24,576,All,168,0.5084251461293996,0.26135976069179306,0.12085683497467208,0.8423161776292891,0.34697926209262825,0.03744583899000034,0.01930824738173253,0.10161639942920629,0.17749331566128165,0.03952211288763365,0.05246926125810188
looped-HB,128,149251,32768,32,24,576,ID,48,0.7454412788860877,0.25957709489499264,0.11511020913409686,0.6899649072438478,0.14921116090490377,0.02580269191336503,0.01872908931303144,0.1073788978780309,0.13249362050555644,0.07343478375041168,0.042212080918125956
looped-HB,128,149251,32768,32,24,576,OOD,120,0.4136186930267244,0.19371743905079875,0.12315548531090216,0.9032566857834657,0.38347942491014453,0.04210309782065446,0.01953991060921297,0.09931140004967645,0.19549319372357177,0.03466044764241651,0.06861317491171559
looped-HB,128,149251,32768,32,32,1024,All,168,0.498979020374354,0.26176982031289237,0.15405648594189963,0.9153428521184694,0.31993628135766766,0.040069717636686666,0.023259001301734528,0.11476360225961317,0.12861394287375286,0.03958412098938906,0.048379895188144444
looped-HB,128,149251,32768,32,32,1024,ID,48,0.7365964877514798,0.2593010568807997,0.15114664783080417,0.7957208777467409,0.1615997668725774,0.030558174282001905,0.02241032560899228,0.12477733963169153,0.06680484545843983,0.07335669214572924,0.045716837763383034
looped-HB,128,149251,32768,32,32,1024,OOD,120,0.40393203342350364,0.19422379466836906,0.15522042118633783,0.9631916418671608,0.353909935429153,0.04387433497856056,0.023598471578831427,0.11075810731078183,0.15333758183987808,0.034751046157745,0.06332252195351633
looped-HB,128,149251,32768,32,48,2304,All,168,0.47758170557321267,0.2702587006904104,0.2130656147020913,0.9827291791637739,0.24338291406237328,0.04321636751826315,0.029769680817567118,0.13940646676790142,0.09457756136405455,0.040867786415474,0.03680370298409292
looped-HB,128,149251,32768,32,48,2304,ID,48,0.6969590660869972,0.278370669946428,0.21106954229374722,0.8895753808319569,0.19582331381900073,0.036407160301071856,0.029238338310581896,0.15409476341058806,0.052455356034139755,0.07875151680175267,0.055398735044032275
looped-HB,128,149251,32768,32,48,2304,OOD,120,0.3898307613676988,0.21146754429415696,0.21386404366542894,1.0199906984965006,0.2511628520293199,0.04594005040513968,0.02998221782036121,0.13353114811082678,0.11142644349602046,0.03783634443544333,0.0449387361568383
looped-HB,128,149251,32768,48,8,64,All,168,0.5318882706214358,0.2697205322225805,0.06686324252205803,0.1601463701226748,0.14153968529973188,0.008790963846140967,0.005975104967850057,0.06783805639601524,0.48118621986525667,0.040786406041992476,0.021403246642442305
looped-HB,128,149251,32768,48,8,64,ID,48,0.7875766522060434,0.2161967023785453,0.08406685178488256,0.1559371475377702,0.12048136083542715,0.007666181819028323,0.007236180788216442,0.05025950549164307,0.38352997262457694,0.06116239991491964,0.03408437359422649
looped-HB,128,149251,32768,48,8,64,OOD,120,0.4296129179875929,0.21613446867959835,0.05998179881692821,0.16183005915663667,0.14956969988645338,0.009240876656986023,0.005470674639703504,0.0748694767577641,0.5202487187615286,0.03867136315706854,0.026761414858715544
looped-HB,128,149251,32768,48,12,144,All,168,0.6660608197552195,0.20022136400484816,0.07238513653144414,0.5192181468453436,0.22761871216304133,0.027074299989700536,0.010049579441935396,0.08211678957256174,0.32197521083677805,0.030276930655928926,0.03441988320479814
looped-HB,128,149251,32768,48,12,144,ID,48,0.8318181260173897,0.17749149294237337,0.07338042493211101,0.47376737867792446,0.1386153503879199,0.01613986229252376,0.011469300487078676,0.06862001165670027,0.2408588390680961,0.05021263300228244,0.039214508831537126
looped-HB,128,149251,32768,48,12,144,OOD,120,0.5997578972503512,0.16822830930114793,0.07198702117117738,0.5373984541123112,0.25288965981176303,0.031448075068571245,0.009481691023878084,0.08751550073890632,0.35442175954425087,0.030099863672963658,0.04524770127131202
looped-HB,128,149251,32768,48,16,256,All,168,0.6236051455823874,0.22139457158097475,0.07635075319004019,0.6283076770071473,0.3323457116095239,0.02758123950722312,0.01006532853630012,0.07877422017710545,0.3012329873218689,0.03347868557719922,0.05025641551394714
looped-HB,128,149251,32768,48,16,256,ID,48,0.8276402280408024,0.18180650984193558,0.07361489681837455,0.5146968755871058,0.10263251223043504,0.017533747673345063,0.011449145148314174,0.0801543066821371,0.2316911096568219,0.051433358324857244,0.029034905196286126
